episode,timestep,reward
19,20,-381.3771
39,40,-224.8639
59,60,-216.3595
79,80,-166.7531
99,100,-292.977
119,120,-249.6053
139,140,-189.6623
159,160,-226.3192
179,180,-153.8199
199,200,-160.2215
219,220,-128.0045
239,240,-143.8737
259,260,-124.9296
279,280,-62.6063
299,300,-77.7858
319,320,-80.2209
339,340,-44.6986
359,360,-47.7045
379,380,-72.6065
399,400,-59.4049
419,420,-45.8732
439,440,-45.2968
459,460,-54.8587
479,480,-33.2846
499,500,-26.6031
519,520,-34.0323
539,540,-22.6627
559,560,-31.2625
579,580,-16.979
599,600,-20.8522
619,620,-21.062
639,640,-17.5385
659,660,-19.7102
679,680,-18.4615
699,700,-16.3034
719,720,-16.93
739,740,-18.8447
759,760,-19.0674
779,780,-18.3868
799,800,-23.8273
819,820,-18.4256
839,840,-17.4218
859,860,-16.3865
879,880,-18.2317
899,900,-22.1966
919,920,-16.7362
939,940,-30.2361
959,960,-25.1432
979,980,-17.4595
999,1000,-16.0762
1019,1020,-15.6968
1039,1040,-17.5148
1059,1060,-22.8612
1079,1080,-25.8641
1099,1100,-16.4708
1119,1120,-15.8847
1139,1140,-16.0518
1159,1160,-18.9216
1179,1180,-26.9512
1199,1200,-22.1151
1219,1220,-16.7324
1239,1240,-19.3774
1259,1260,-48.3324
1279,1280,-22.07
1299,1300,-20.0258
1319,1320,-16.7746
1339,1340,-19.7061
1359,1360,-20.0488
1379,1380,-19.7524
1399,1400,-16.4187
1419,1420,-16.0362
1439,1440,-17.0623
1459,1460,-17.8395
1479,1480,-15.3131
1499,1500,-16.6317
1519,1520,-30.1414
1539,1540,-28.3266
1559,1560,-15.8353
1579,1580,-21.844
1599,1600,-17.7819
1619,1620,-18.9703
1639,1640,-19.1619
1659,1660,-19.8106
1679,1680,-14.6013
1699,1700,-20.2527
1719,1720,-27.9651
1739,1740,-19.6889
1759,1760,-21.623
1779,1780,-18.6593
1799,1800,-21.5231
1819,1820,-22.4253
1839,1840,-15.4498
1859,1860,-17.4047
1879,1880,-16.0331
1899,1900,-16.6866
1919,1920,-21.7141
1939,1940,-16.6011
1959,1960,-19.8552
1979,1980,-16.1041
1999,2000,-17.3874
2019,2020,-18.6107
2039,2040,-16.1084
2059,2060,-24.1698
2079,2080,-25.7521
2099,2100,-23.6758
2119,2120,-21.7659
2139,2140,-20.9582
2159,2160,-17.5052
2179,2180,-16.6956
2199,2200,-17.0674
2219,2220,-18.9103
2239,2240,-16.835
2259,2260,-17.5783
2279,2280,-18.3751
2299,2300,-16.8524
2319,2320,-17.0625
2339,2340,-23.3318
2359,2360,-19.5759
2379,2380,-16.4886
2399,2400,-15.4645
2419,2420,-16.1766
2439,2440,-16.1355
2459,2460,-20.023
2479,2480,-23.857
2499,2500,-17.9461
2519,2520,-23.087
2539,2540,-22.7069
2559,2560,-15.1464
2579,2580,-24.5024
2599,2600,-22.4329
2619,2620,-18.1868
2639,2640,-15.5238
2659,2660,-15.8715
2679,2680,-21.924
2699,2700,-17.6752
2719,2720,-29.3291
2739,2740,-16.6302
2759,2760,-22.611
2779,2780,-16.7252
2799,2800,-16.0374
2819,2820,-16.2835
2839,2840,-16.4122
2859,2860,-18.6314
2879,2880,-20.8204
2899,2900,-26.8576
2919,2920,-16.4735
2939,2940,-17.0137
2959,2960,-25.475
2979,2980,-16.7504
2999,3000,-26.3213
3019,3020,-18.0016
3039,3040,-14.7129
3059,3060,-17.2306
3079,3080,-18.3109
3099,3100,-19.5835
3119,3120,-17.9525
3139,3140,-16.9008
3159,3160,-20.4588
3179,3180,-16.3219
3199,3200,-16.1369
3219,3220,-20.7789
3239,3240,-21.2851
3259,3260,-16.7957
3279,3280,-16.9799
3299,3300,-16.9923
3319,3320,-18.9008
3339,3340,-15.7381
3359,3360,-16.5972
3379,3380,-19.3335
3399,3400,-19.065
3419,3420,-16.5231
3439,3440,-15.7992
3459,3460,-16.6431
3479,3480,-21.0253
3499,3500,-19.4534
3519,3520,-29.0671
3539,3540,-18.1772
3559,3560,-20.5185
3579,3580,-21.6817
3599,3600,-16.3066
3619,3620,-19.3573
3639,3640,-24.1153
3659,3660,-20.3724
3679,3680,-15.8718
3699,3700,-20.1766
3719,3720,-16.6118
3739,3740,-15.6022
3759,3760,-20.8285
3779,3780,-21.5578
3799,3800,-20.7922
3819,3820,-23.8259
3839,3840,-31.8219
3859,3860,-22.6898
3879,3880,-26.179
3899,3900,-17.7104
3919,3920,-17.2683
3939,3940,-15.6637
3959,3960,-17.1502
3979,3980,-16.2688
3999,4000,-17.4009
4019,4020,-19.4121
4039,4040,-15.6107
4059,4060,-16.1557
4079,4080,-16.3183
4099,4100,-25.0782
4119,4120,-24.0655
4139,4140,-16.2249
4159,4160,-21.7206
4179,4180,-15.3901
4199,4200,-27.2936
4219,4220,-18.9145
4239,4240,-19.4431
4259,4260,-18.2456
4279,4280,-35.578
4299,4300,-15.2377
4319,4320,-18.1024
4339,4340,-17.1051
4359,4360,-15.6022
4379,4380,-18.5918
4399,4400,-18.061
4419,4420,-14.6724
4439,4440,-24.4614
4459,4460,-24.4062
4479,4480,-43.2216
4499,4500,-37.5389
4519,4520,-26.8433
4539,4540,-25.0264
4559,4560,-17.3063
4579,4580,-31.6514
4599,4600,-24.7145
4619,4620,-25.5369
4639,4640,-49.6779
4659,4660,-17.0404
4679,4680,-22.0289
4699,4700,-20.0799
4719,4720,-17.0653
4739,4740,-16.1398
4759,4760,-18.6407
4779,4780,-17.4737
4799,4800,-14.908
4819,4820,-18.7542
4839,4840,-18.305
4859,4860,-19.3301
4879,4880,-17.7298
4899,4900,-21.8806
4919,4920,-15.0462
4939,4940,-17.8107
4959,4960,-15.3769
4979,4980,-16.5643
4999,5000,-16.6822
5019,5020,-47.5774
5039,5040,-15.2436
5059,5060,-16.8992
5079,5080,-24.7605
5099,5100,-15.8132
5119,5120,-31.5035
5139,5140,-25.1929
5159,5160,-27.5493
5179,5180,-19.3239
5199,5200,-14.8877
5219,5220,-19.6277
5239,5240,-15.6478
5259,5260,-19.7166
5279,5280,-26.1257
5299,5300,-44.4303
5319,5320,-25.2391
5339,5340,-44.9307
5359,5360,-19.1825
5379,5380,-18.1849
5399,5400,-17.0281
5419,5420,-18.542
5439,5440,-15.2402
5459,5460,-18.3582
5479,5480,-14.0896
5499,5500,-17.665
5519,5520,-21.4276
5539,5540,-22.3578
5559,5560,-28.3354
5579,5580,-29.687
5599,5600,-38.0723
5619,5620,-41.2437
5639,5640,-24.0244
5659,5660,-28.2731
5679,5680,-20.2602
5699,5700,-40.9429
5719,5720,-15.5202
5739,5740,-20.081
5759,5760,-17.5652
5779,5780,-17.2251
5799,5800,-24.4715
5819,5820,-18.2417
5839,5840,-15.8006
5859,5860,-18.5382
5879,5880,-28.7877
5899,5900,-17.4606
5919,5920,-16.037
5939,5940,-16.0695
5959,5960,-19.5663
5979,5980,-15.5735
5999,6000,-16.2829
6019,6020,-18.6201
6039,6040,-22.5569
6059,6060,-16.963
6079,6080,-15.8769
6099,6100,-15.4341
6119,6120,-21.483
6139,6140,-24.1697
6159,6160,-23.2306
6179,6180,-15.695
6199,6200,-20.2832
6219,6220,-15.5702
6239,6240,-15.1918
6259,6260,-23.576
6279,6280,-19.9719
6299,6300,-16.4005
6319,6320,-24.2741
6339,6340,-23.8195
6359,6360,-16.2536
6379,6380,-15.053
6399,6400,-22.2426
6419,6420,-19.6177
6439,6440,-14.4302
6459,6460,-22.8588
6479,6480,-29.3984
6499,6500,-30.5398
6519,6520,-21.9047
6539,6540,-16.4688
6559,6560,-20.7265
6579,6580,-16.3142
6599,6600,-27.4572
6619,6620,-18.5697
6639,6640,-15.1897
6659,6660,-14.9453
6679,6680,-19.7535
6699,6700,-19.6082
6719,6720,-24.7677
6739,6740,-19.4255
6759,6760,-19.0865
6779,6780,-14.2155
6799,6800,-18.9974
6819,6820,-22.9037
6839,6840,-18.2544
6859,6860,-15.0646
6879,6880,-18.8633
6899,6900,-20.8067
6919,6920,-18.0893
6939,6940,-16.5331
6959,6960,-16.0262
6979,6980,-19.0837
6999,7000,-19.2752
7019,7020,-18.8981
7039,7040,-15.2928
7059,7060,-16.2383
7079,7080,-14.9922
7099,7100,-21.1876
7119,7120,-37.2791
7139,7140,-13.7361
7159,7160,-16.1728
7179,7180,-16.4433
7199,7200,-16.1348
7219,7220,-18.4009
7239,7240,-19.2625
7259,7260,-15.3579
7279,7280,-23.1495
7299,7300,-17.4054
7319,7320,-14.176
7339,7340,-15.0481
7359,7360,-16.9999
7379,7380,-15.1353
7399,7400,-20.825
7419,7420,-14.659
7439,7440,-14.7947
7459,7460,-16.1054
7479,7480,-16.9315
7499,7500,-14.5415
7519,7520,-16.5557
7539,7540,-16.6108
7559,7560,-14.557
7579,7580,-17.0005
7599,7600,-16.1458
7619,7620,-15.3445
7639,7640,-14.9957
7659,7660,-14.7171
7679,7680,-17.4151
7699,7700,-15.1265
7719,7720,-21.8917
7739,7740,-18.8028
7759,7760,-16.5715
7779,7780,-24.9926
7799,7800,-19.1279
7819,7820,-15.9489
7839,7840,-15.4266
7859,7860,-19.4826
7879,7880,-18.7224
7899,7900,-15.8192
7919,7920,-15.6223
7939,7940,-15.5597
7959,7960,-15.6311
7979,7980,-15.4752
7999,8000,-15.1356
8019,8020,-15.5695
8039,8040,-21.309
8059,8060,-18.9941
8079,8080,-15.6751
8099,8100,-14.6795
8119,8120,-16.0048
8139,8140,-26.6136
8159,8160,-16.5196
