episode,timestep,reward
19,4000,-1133.1234
39,8000,-1147.6926
59,12000,-1084.5345
79,16000,-1108.7314
99,20000,-1179.8008
119,24000,-1173.7173
139,28000,-1143.2889
159,32000,-1117.1761
179,36000,-1104.2622
199,40000,-1092.4833
219,44000,-1197.7269
239,48000,-1148.0678
259,52000,-1261.0186
279,56000,-1169.0813
299,60000,-1200.3708
319,64000,-1227.6071
339,68000,-1132.4015
359,72000,-1235.794
379,76000,-1240.8232
399,80000,-1129.2265
419,84000,-1016.0797
439,88000,-1181.9078
459,92000,-1086.2458
479,96000,-1172.8956
499,100000,-1117.1468
519,104000,-1248.2513
539,108000,-1104.8548
559,112000,-1147.4622
579,116000,-1113.378
599,120000,-1253.5575
619,124000,-1142.9039
639,128000,-1102.343
659,132000,-1030.3723
679,136000,-1163.8874
699,140000,-1099.4893
719,144000,-1075.418
739,148000,-1090.2367
759,152000,-1225.2258
779,156000,-1141.2049
799,160000,-1170.6164
819,164000,-1150.229
839,168000,-1173.6792
859,172000,-988.8008
879,176000,-1122.4117
899,180000,-1067.7047
919,184000,-1176.6388
939,188000,-1110.6824
959,192000,-1078.6526
979,196000,-1140.928
999,200000,-1022.6578
1019,204000,-1062.5468
1039,208000,-1051.7726
1059,212000,-1126.4226
1079,216000,-1038.0927
1099,220000,-1162.4948
1119,224000,-1102.1633
1139,228000,-1119.8119
1159,232000,-1175.1344
1179,236000,-1041.588
1199,240000,-1083.1297
1219,244000,-1151.9005
1239,248000,-1111.9314
1259,252000,-1118.1196
1279,256000,-1055.9491
1299,260000,-1193.1031
1319,264000,-1150.6081
1339,268000,-1175.7961
1359,272000,-1130.1346
1379,276000,-1052.0925
1399,280000,-1149.4419
1419,284000,-1003.6695
1439,288000,-1039.772
1459,292000,-1163.3981
1479,296000,-1037.8639
1499,300000,-998.3748
1519,304000,-1161.8256
1539,308000,-1075.2496
1559,312000,-1100.5262
1579,316000,-1164.3858
1599,320000,-1038.3317
1619,324000,-1113.5024
1639,328000,-1047.2867
1659,332000,-963.9073
1679,336000,-1088.6446
1699,340000,-1077.8331
1719,344000,-1121.7567
1739,348000,-1031.966
1759,352000,-1062.5204
1779,356000,-1026.6831
1799,360000,-1079.3641
1819,364000,-944.8068
1839,368000,-958.9095
1859,372000,-1074.9669
1879,376000,-1087.4674
1899,380000,-1143.7627
1919,384000,-1061.0574
1939,388000,-1038.0986
1959,392000,-1080.5257
1979,396000,-1085.1276
1999,400000,-1062.8473
